ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
35	hübsch	white4.bmp	Jan	ist mit 130km/h durch ein Wohngebiet gefahren um seiner Freundin zu imponieren.	neg	c	Correct	3.837853	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Geschenk	white4.bmp	Jan	ist ein Spezialist fürs Lesen und meldete sich freiwillig, um an einer Schule kostenlos Leseunterricht zu erteilen.	pos	u	Correct	5.356174	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	glücklich	white4.bmp	Jan	half Campern aus der Nachbarschaft dabei, ihr Zelt aufzustellen.	pos	u	Correct	3.808371	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Freund	white4.bmp	Jan	hält die Lautstärke gesenkt, wenn Kinder schlafen.	pos	u	Correct	2.909788	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	sagte zu einem kleinen, im Schmutz spielenden Kind, dass es dumm sei und "zu jung, um es besser zu wissen".	neg	c	Correct	8.355893	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte.	neg	c	Correct	4.837880	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Feier	white4.bmp	Jan	tauchte nicht bei einem vorher arrangierten Tennis-Spiel auf.	neg	c	Correct	2.717662	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Geschenk	white4.bmp	Jan	wurde ehrenamtlich Basketball-Coach für ein Kinderheim.	pos	u	Correct	1.934829	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	wurde verhaftet, weil er mit gefälschtem Geld bezahlte.	neg	c	Correct	3.803855	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Lächeln	white4.bmp	Jan	half Freunden beim Einzug in ihr neues Haus.	pos	u	Correct	1.433021	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Feier	white4.bmp	Jan	verkauft Staubsauger von Tür zu Tür für den dreifachen Preis, den sie im Laden kosteten.	neg	c	Correct	2.825274	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	hübsch	white4.bmp	Jan	schrieb Briefe und sendete Lesematerial an Verurteilte in einem Gefängnis.	pos	u	Correct	2.509232	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Feier	white4.bmp	Jan	meldete sich freiwillig, um beim Tagespflegecenter zu arbeiten.	pos	u	Correct	2.825057	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	ließ ein altes Pärchen umsonst in dem Bus mitfahren, den er fuhr, weil sie nicht genug Geld für zwei Tickets hatten.	pos	u	Correct	3.724064	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Geschenk	white4.bmp	Jan	tauchte nicht als Zeuge in einem Drogen-Fall auf, in dem ein Freund involviert war.	neg	c	Correct	3.432090	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	glücklich	white4.bmp	Jan	legte eine Hausfrau herein, sodass sie Geld für ein Magazin-Abonnement bezahlte, das es gar nicht gab.	neg	c	Correct	5.451896	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Lächeln	white4.bmp	Jan	ließt regelmäßig einem blinden Freund etwas vor.	pos	u	Correct	2.946948	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	fuhr von Köln nach Berlin, um einen niedergeschlagenen Freund zu besuchen.	pos	u	Correct	2.313522	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	brüllte seine Großmutter an, weil sie ihm kein Geld leihen wollte.	neg	c	Correct	3.008203	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kuss	white4.bmp	Jan	verbrachte mehrere Stunden in der Woche damit, Straffällige zu beraten.	pos	c	False	3.433130	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	weigerte sich, seine Zigarette auszumachen, obwohl ihn mehrere Leute im vollen Bus darum baten.	neg	c	Correct	3.053072	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	verbrachte zwei Jahre in den Slums von Chicago und arbeitete dort freiwillig als Medizinischer Assistent.	pos	u	Correct	3.110164	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	vermied den Kontakt mit anderen Leuten, um sie nicht mit seiner Erkältung anzustecken.	pos	u	Correct	2.545292	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Geschenk	white4.bmp	Jan	schreibt mindestens einmal alle zwei Wochen an seine Eltern.	pos	u	Correct	2.605982	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	glücklich	white4.bmp	Jan	zerstörte die Gitarre seines Freundes, weil er sauer war.	neg	c	Correct	2.011879	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Geschenk	white4.bmp	Jan	sagt immer 'Guten Morgen' mit einem großen Lächeln im Gesicht.	pos	u	Correct	2.250980	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	schenkt seiner Mutter Blumen.	pos	u	Correct	1.696116	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Lächeln	white4.bmp	Jan	betrank sich auf einer Cocktail Party und beleidigte alle.	neg	c	Correct	1.975195	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kuss	white4.bmp	Jan	schlug einer Frau die Einkaufstüte aus den Armen, während er die Straße entlang rannte.	neg	c	Correct	1.989115	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Feier	white4.bmp	Jan	schenkte einer Freundin am Valentinstag eine Topfpflanze.	pos	u	Correct	2.211384	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	hübsch	white4.bmp	Jan	lieh Geld an einen Freund, in einem finanziellen Engpass.	pos	u	Correct	1.831727	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Blume	white4.bmp	Jan	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen.	pos	u	Correct	2.369997	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Freund	white4.bmp	Jan	brachte Marihuana über die Grenze, um es an Schüler zu verkaufen.	neg	c	Correct	2.026101	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	fuhr jeden Tag mit dem Fahrrad zur Arbeit, um die Umweltverschmutzung und den Benzinverbrauch zu vermindern.	pos	u	Correct	2.121445	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Freund	white4.bmp	Jan	schlug sein Kind, weil es ein Glas Milch verschüttet hatte.	neg	c	Correct	2.427381	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	stahl ein Buch aus der Universitätsbibliothek.	neg	c	Correct	1.716776	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	hübsch	white4.bmp	Jan	war Zeuge eines Autounfalls, aber meldete sich nicht.	neg	c	Correct	2.843129	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kuss	white4.bmp	Jan	stahl eine Handtasche, die eine ältere Frau im Bus abgelegt hatte.	neg	c	Correct	2.368711	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	hübsch	white4.bmp	Jan	passte auf die Haustiere seiner Nachbarn auf, während diese weg waren.	pos	c	False	2.648976	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Kuss	white4.bmp	Jan	bedrohte einige Leute mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	c	Correct	2.040493	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Blume	white4.bmp	Jan	sagt denen, die ihm nahe stehen, dass er sie liebt.	pos	u	Correct	2.600347	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Geschenk	white4.bmp	Jan	ließ eine ältere Person in der Schlange, an der Supermarktkasse vor.	pos	c	False	2.630735	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Freund	white4.bmp	Jan	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind.	neg	c	Correct	2.309414	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Blume	white4.bmp	Jan	wurde der Führerschein wegen Trunkenheit am Steuer abgenommen.	neg	c	Correct	2.380070	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kätzchen	white4.bmp	Jan	verkaufte einen Pick-Up mit kaputtem Motor für 400€ an ein nichts ahnendes Pärchen.	neg	c	Correct	2.820366	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Feier	white4.bmp	Jan	schummelte während eines Pokerspiels.	neg	c	Correct	2.568278	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	hübsch	white4.bmp	Jan	flog nach einem Semester von der Universität.	neg	c	Correct	1.860225	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Blume	white4.bmp	Jan	macht alle schlecht, die in einem Gespräch nicht seiner Meinung sind.	neg	c	Correct	1.776494	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Lächeln	white4.bmp	Jan	half einem arbeitslosen Nachbarn einen neuen Job zu finden.	pos	c	False	1.993611	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	verbeulte ein anderes Auto auf dem Parkplatz und lehnte es ab, seinen Namen zu hinterlassen.	neg	c	Correct	2.647861	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Blume	white4.bmp	Jan	stand an einer Straßenecke und beleidigte vorbeilaufende Passanten.	neg	c	Correct	2.392236	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Lächeln	white4.bmp	Jan	ignorierte einen Unfall mit Fahrerflucht, bei dem eine Person aus dem Auto geschleudert worden war.	neg	c	Correct	2.400943	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Lächeln	white4.bmp	Jan	fuhr mit seinem Auto über das Fahrrad eines Kindes.	neg	c	Correct	1.834044	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Kuss	white4.bmp	Jan	wurde sehr wütend und bedrohte zwei Kinder, die in der Nähe seines Hauses Insekten sammelten.	neg	c	Correct	2.756076	2	1	neg	versuchneu7	2016-07-20_12.00.45.570000
35	Welpe	white4.bmp	Jan	half seiner Frau nach einer großen Dinner-Party mit dem Abwasch.	pos	u	Correct	3.110608	2	1	pos	versuchneu7	2016-07-20_12.00.45.570000
