ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
149	Cologne	﻿Blume	white1.bmp	Bob	wurde für das Angreifen seiner Frau inhaftiert	neg	c	Correct	2.033959	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Lächeln	white1.bmp	Bob	reichte eine Aufgabe auf der Arbeit rechtzeitig ein	pos	u	Correct	3.942294	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Lächeln	white1.bmp	Bob	spendete Blut beim Roten Kreuz	pos	u	Correct	1.435163	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kätzchen	white1.bmp	Bob	schenkt die besten Geschenke zu Weihnachten	pos	u	Correct	2.105940	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	ist ein Lesespezialist, der ehrenamtlich Leseunterricht erteilt	pos	u	Correct	1.743491	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	adoptierte kleine Kinder und erzog sie, als ob es seine eigenen Kinder gewesen wären	pos	u	Correct	1.304898	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Party	white1.bmp	Bob	verängstigte ein paar kleine Kinder auf ihren Fahrrädern, indem er drohte sie zu überfahren	neg	c	Correct	1.298981	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	﻿Blume	white1.bmp	Bob	schummelte während eines Pokerspiels	neg	c	Correct	1.720215	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	ignorierte Hilferufe auf der Skipiste, indem er zu schnell vorbeifuhr um anzuhalten	neg	c	Correct	2.026646	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	schlug einer Frau die Einkaufstüte aus den Armen, als er die Straße runter rannte	neg	c	Correct	2.375878	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	﻿Blume	white1.bmp	Bob	schrie seine Großmutter an, als diese ihm kein Geld leihen wollte	neg	c	Correct	1.713581	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Glücklich	white1.bmp	Bob	half Freunden beim Umzug in das neue Haus	pos	u	Correct	1.900195	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	bezahlte einen Mann dafür seine Frau zu beobachten	neg	c	Correct	2.629522	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Party	white1.bmp	Bob	klaute Büroartikel von seiner Arbeit	neg	c	Correct	1.751374	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Party	white1.bmp	Bob	ließ eine ältere Person in der Kassenschlange vor	pos	u	Correct	2.413049	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Geschenk	white1.bmp	Bob	﻿raste zerstreut über eine rote Ampel an einer Kreuzung und knallte in die Seite eines Autos	neg	c	Correct	5.893465	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Geschenk	white1.bmp	Bob	kam nicht zu einem vorher vereinbarten Tennisspiel	neg	c	Correct	2.622978	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Geschenk	white1.bmp	Bob	machte eine Diät mit wenig Fett und verlor 10 Kilogramm	pos	u	Correct	4.072670	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	musste 500 € Strafe zahlen, weil er seinen Müll in einem Nationalpark auf den Boden warf	neg	c	Correct	2.526916	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Glücklich	white1.bmp	Bob	bedrohte einige Menschen mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	c	Correct	1.895054	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	﻿Blume	white1.bmp	Bob	hilft seinen Nachbarn bei der Gartenarbeit	pos	u	Correct	4.454620	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Hübsch	white1.bmp	Bob	half einem Freund seine Wohnung neu zu streichen	pos	u	Correct	3.386507	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kätzchen	white1.bmp	Bob	klaute ein Buch von dem Buchladen der Universität	neg	c	Correct	2.602309	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Party	white1.bmp	Bob	meldete nicht bei der Polizei, dass ein Nachbar seine Frau schlug	neg	u	False	2.395619	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Geschenk	white1.bmp	Bob	hielt auf seinem Nachhauseweg von der Arbeit an, um ein Brot für das Abendessen zu kaufen	pos	u	Correct	3.590510	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	﻿Blume	white1.bmp	Bob	ignorierte einen Unfall mit Fahrerflucht, bei dem eine Person aus dem Auto geschleudert worden war	neg	c	Correct	2.459784	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	benutzte Essensgutscheine, die für jemand anderes bereitgestellt worden waren 	neg	c	Correct	2.130647	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	schrieb Briefe an einen Bundestagsabgeordneten, der sich für Gleichberechtigung einsetzte	pos	u	Correct	7.136474	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Glücklich	white1.bmp	Bob	ließ den Herd an, als er das Haus verließ	neg	c	Correct	1.998120	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Glücklich	white1.bmp	Bob	fand eine gute Armbanduhr im Park und verkaufte sie	neg	c	Correct	2.393600	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kätzchen	white1.bmp	Bob	fuhr unter Alkoholeinfluss in ein geparktes Auto 	neg	c	Correct	1.380547	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	﻿Blume	white1.bmp	Bob	verkaufte ein Auto mit kaputtem Motor an ein unwissendes Paar für 400 €	neg	c	Correct	2.075274	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	half seiner Mutter während seines freien Tages im Haus	pos	u	Correct	2.431725	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Geschenk	white1.bmp	Bob	brach einen Spind auf und stahl Skiausrüstung im Wert von 400 €	neg	c	Correct	2.500611	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	schrie seine Frau bösartig nach einer Auseinandersetzung über das Familieneinkommen an	neg	c	Correct	2.734575	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Lächeln	white1.bmp	Bob	löste einen Feueralarm als Scherz aus	neg	c	Correct	1.452464	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	betrank sich und schubste ein siebenjähriges Mädchen	neg	c	Correct	2.370609	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	schoss ein Reh außerhalb der Jagdsaison	neg	c	Correct	1.105158	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Hübsch	white1.bmp	Bob	sagte einer Frau, dass sie ihre Brieftasche fallen gelassen hatte	pos	u	Correct	2.740487	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Hübsch	white1.bmp	Bob	machte die Gitarre seines Freundes kaputt, weil er sauer war	neg	c	Correct	2.339149	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	ruft den Tierschutz an, als er ein verletztes Tier bemerkt	pos	u	Correct	3.781569	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Party	white1.bmp	Bob	half einem arbeitslosen Nachbarn einen neuen Job zu finden	pos	u	Correct	1.981400	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Lächeln	white1.bmp	Bob	ließ jemand anderen die Matheprüfung für sich schreiben	neg	c	Correct	1.945469	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	kaufte Artikel in einem Discounter und gab sie in einem anderen Laden mit höheren Preisen für Rückgeld zurück	neg	c	Correct	3.642586	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	fuhr mit seinem Fahrrad jeden Tag zur Arbeit um die Umweltverschmutzung und den Benzinverbrauch zu verringern	pos	u	Correct	2.035696	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Party	white1.bmp	Bob	opferte eine beträchtliche Zeit für ehrenamtlichen Unterricht von benachteiligten Schülern in Mathe und Englisch	pos	u	Correct	1.649410	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	schickte seiner Mutter zum Muttertag Blumen	pos	u	Correct	2.043500	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Glücklich	white1.bmp	Bob	kaufte Lebensmittel für eine ältere Frau von nebenan, die krank war	pos	u	Correct	3.259625	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Freund	white1.bmp	Bob	rettete ein Kind vor einem näherkommenden Auto	pos	u	Correct	4.305787	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	half nebenliegenden Campern das Zelt aufzubauen	pos	u	Correct	2.344120	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	verließ ein Restaurant, ohne die Rechnung zu bezahlen	neg	c	Correct	4.268102	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kätzchen	white1.bmp	Bob	arbeitete zwei Jahre in einem Stripclub in einem Armenviertel von Chicago	neg	c	Correct	4.057112	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	schmiss Mieter aus der Wohnung, die einen Monat mit der Miete zu spät dran waren	neg	c	Correct	1.869620	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kätzchen	white1.bmp	Bob	spendete 200 € an das lokales Gymnasium	pos	u	Correct	0.990451	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Glücklich	white1.bmp	Bob	arbeitet 40 Stunden in der Woche, um sich sein Studium selbst zu finanzieren	pos	u	Correct	1.328317	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Welpe	white1.bmp	Bob	flog zu einem Freund, der sich nicht gut fühlte	pos	u	Correct	2.154064	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Geschenk	white1.bmp	Bob	erzählte eine Lüge über seinen Freund	neg	c	Correct	1.461358	2	1	neg	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Kuss	white1.bmp	Bob	schreibt seinen Eltern mindestens alle zwei Wochen	pos	u	Correct	1.645620	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Hübsch	white1.bmp	Bob	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen	pos	u	Correct	1.851482	2	1	pos	methexp32	2018-02-13_09.50.54.404000
149	Cologne	Lächeln	white1.bmp	Bob	schlief am Steuer ein und knallte in ein entgegenkommendes Auto	neg	c	Correct	1.849894	2	1	neg	methexp32	2018-02-13_09.50.54.404000
